model,year,price,transmission,mileage,tax,mpg,engineSize,fuelType
 S8,2017,44991,Automatic,22579,555,28.2,4,Petrol
 A4,2017,22991,Semi-Auto,19068,150,56.5,2,Diesel
 A3,2016,16900,Automatic,32707,200,42.8,1.8,Petrol
 A4,2015,10999,Manual,87652,0,74.3,2,Diesel
 A4,2015,9399,Manual,80973,20,68.9,2,Diesel
 A5,2017,19999,Automatic,35662,145,70.6,2,Diesel
 A5,2016,19499,Automatic,21968,145,56.5,2,Diesel
 A1,2012,6999,Manual,75187,125,53.3,1.4,Petrol
 A5,2014,12690,Manual,74074,145,55.4,2,Diesel
 A3,2015,8299,Manual,91334,0,83.1,1.6,Diesel
 A3,2016,10999,Manual,38537,20,68.9,2,Diesel
 A1,2015,8554,Manual,69888,0,80.7,1.6,Diesel
 A1,2017,11773,Manual,20466,0,67.3,1,Petrol
 A5,2012,10874,Manual,76866,145,55.4,2,Diesel
 A1,2013,9235,Automatic,57309,125,53.3,1.4,Petrol
 A5,2017,19999,Semi-Auto,28194,145,68.9,2,Diesel
 Q5,2013,13991,Manual,67376,200,47.9,2,Diesel
 Q3,2016,17491,Semi-Auto,45128,160,50.4,2,Diesel
 A3,2016,29991,Semi-Auto,46324,300,34.9,2.5,Petrol
 A4,2016,11991,Manual,71734,20,70.6,2,Diesel
 A5,2016,24991,Automatic,41677,235,38.2,3,Petrol
 Q7,2017,33991,Automatic,26522,145,47.9,3,Diesel
 A5,2017,20000,Automatic,31739,145,68.9,2,Diesel
 A4,2016,12799,Manual,75494,30,64.2,2,Diesel
 Q5,2016,17550,Automatic,75891,200,47.1,2,Diesel
 A1,2016,11299,Manual,23307,0,67.3,1,Petrol
 A3,2015,12000,Manual,60834,20,67.3,2,Diesel
 A1,2013,7799,Manual,56123,0,74.3,1.6,Diesel
 A7,2011,12750,Automatic,74408,145,53.3,3,Diesel
 Q2,2019,28990,Automatic,4284,150,33.2,2,Petrol
 A6,2017,23490,Automatic,29332,165,50.4,3,Diesel
 A5,2017,24490,Automatic,13425,150,62.8,2,Diesel
 A3,2015,13990,Manual,28895,30,55.4,1.4,Petrol
 A5,2016,19690,Automatic,44717,160,50.4,2,Diesel
 Q3,2015,17190,Manual,40293,160,49.6,2,Diesel
 A4,2014,10100,Manual,77701,125,57.6,2,Diesel
 A3,2016,10999,Manual,36281,0,74.3,1.6,Diesel
 A6,2016,16999,Automatic,53531,30,61.4,2,Diesel
 A4,2016,13375,Manual,33007,20,72.4,2,Diesel
 A3,2016,11999,Manual,31223,20,67.3,2,Diesel
 A1,2016,10499,Manual,34886,0,76.3,1.6,Diesel
 A1,2014,8999,Manual,71836,30,57.6,1.4,Petrol
 A5,2016,21490,Automatic,40001,160,50.4,2,Diesel
 A3,2017,27490,Automatic,38300,145,43.5,2,Petrol
 Q2,2019,22990,Manual,738,145,43.5,1.5,Petrol
 A1,2020,27990,Automatic,2500,145,44.1,1.5,Petrol
 A3,2015,9299,Manual,78011,20,68.9,2,Diesel
 A1,2015,8799,Manual,60585,0,80.7,1.6,Diesel
 A3,2017,14699,Manual,31744,125,50.4,2,Petrol
 Q3,2019,33990,Automatic,7500,145,47.1,2,Diesel
 A5,2015,17190,Automatic,52133,125,58.9,2,Diesel
 A3,2016,16290,Automatic,39255,20,70.6,1.6,Diesel
 A1,2017,14690,Manual,18190,30,58.9,1.4,Petrol
 A5,2015,20490,Automatic,52838,260,35.8,3,Petrol
 Q3,2019,30490,Automatic,14060,145,32.1,2,Petrol
 Q2,2018,17690,Manual,8792,145,55.4,1,Petrol
 A5,2018,23990,Automatic,21829,145,70.6,2,Diesel
 Q2,2019,19790,Manual,6453,145,49.6,1.6,Diesel
 A4,2019,43990,Automatic,6500,145,39.2,3,Diesel
 Q5,2017,28190,Automatic,29311,145,40.4,2,Petrol
 A4,2016,16490,Manual,35916,20,68.9,2,Diesel
 Q3,2017,17490,Manual,16353,125,51.4,1.4,Petrol
 Q2,2017,18990,Automatic,5183,145,54.3,1.4,Petrol
 Q5,2016,25690,Automatic,35506,235,37.7,2,Petrol
 A1,2017,13290,Manual,33574,145,76.3,1.6,Diesel
 A8,2017,43990,Automatic,16975,555,28.2,4,Petrol
 A4,2016,17290,Automatic,37534,20,67.3,2,Diesel
 A5,2019,33490,Automatic,3798,145,37.2,2,Petrol
 A4,2018,23490,Automatic,11802,145,65.7,2,Diesel
 A1,2017,13490,Manual,25249,145,67.3,1,Petrol
 A1,2017,12990,Manual,7903,145,67.3,1,Petrol
 Q2,2020,34990,Automatic,10,145,32.5,2,Petrol
 A1,2017,13690,Manual,17713,150,76.3,1.6,Diesel
 A1,2018,14990,Manual,10436,150,55.4,1.4,Petrol
 Q5,2016,27490,Automatic,74896,235,42.2,3,Diesel
 A3,2017,18290,Manual,16744,145,55.4,1.5,Petrol
 Q3,2015,17990,Automatic,29957,160,50.4,2,Diesel
 Q7,2016,28990,Automatic,77818,200,47.9,3,Diesel
 A3,2016,15990,Manual,42395,30,60.1,1.4,Petrol
 A6,2017,22490,Automatic,28500,150,58.9,2,Diesel
 Q5,2016,21490,Automatic,37870,205,47.1,2,Diesel
 Q3,2019,26990,Manual,1500,145,40.9,1.5,Petrol
 Q3,2019,27490,Manual,3500,145,40.9,1.5,Petrol
 Q3,2017,17990,Manual,20473,145,57.7,2,Diesel
 A5,2017,25990,Automatic,11479,145,62.8,2,Diesel
 A4,2018,23990,Automatic,17711,145,65.7,2,Diesel
 A5,2019,30990,Automatic,5200,145,45.6,2,Diesel
 Q5,2019,34490,Automatic,5000,145,32.1,2,Petrol
 A4,2019,29490,Automatic,4000,145,47.9,2,Diesel
 A5,2019,29990,Automatic,6000,145,45.6,2,Diesel
 A5,2019,29990,Automatic,2000,145,50.4,2,Diesel
 Q3,2019,26950,Manual,8500,145,42.8,2,Diesel
 A7,2016,19990,Automatic,48669,125,61.4,3,Diesel
 Q7,2019,45990,Automatic,6000,145,33.2,3,Diesel
 A3,2016,8000,Manual,96300,20,68.9,2,Diesel
 A5,2019,28990,Automatic,4654,145,45.6,2,Diesel
 Q3,2017,15480,Manual,24780,125,51.4,1.4,Petrol
 A1,2015,9245,Manual,31064,0,67.3,1,Petrol
 Q3,2019,27990,Manual,500,145,39.8,1.5,Petrol
 Q3,2019,29790,Manual,1780,145,40.9,2,Diesel
 A1,2017,13490,Manual,30390,30,56.5,1.4,Petrol
 Q3,2017,21290,Automatic,26653,145,53.3,2,Diesel
 A6,2019,27490,Automatic,9124,145,47.9,2,Diesel
 A8,2019,39990,Automatic,6392,145,50.4,3,Diesel
 RS3,2020,42490,Automatic,320,145,29.7,2.5,Petrol
 A6,2019,29990,Automatic,7000,150,47.9,2,Diesel
 A1,2012,10290,Manual,44331,125,52.3,1.4,Petrol
 A5,2013,12795,Automatic,69410,125,58.9,2,Diesel
 Q3,2014,12195,Automatic,53540,205,47.9,2,Diesel
 Q3,2013,9000,Manual,108220,150,54.3,2,Diesel
 A3,2015,7295,Manual,104460,0,83.1,1.6,Diesel
 A3,2016,13500,Manual,68310,20,65.7,2,Diesel
 A3,2015,8695,Manual,91400,20,67.3,2,Diesel
 TT,2019,53990,Automatic,51,145,30.1,2.5,Petrol
 A4,2019,26990,Automatic,1624,145,38.7,2,Petrol
 A4,2019,25990,Automatic,5500,145,38.7,2,Petrol
 Q3,2019,29990,Automatic,8000,145,47.1,2,Diesel
 A1,2019,23490,Automatic,2500,145,40.9,2,Petrol
 A1,2019,23290,Automatic,4000,145,40.9,2,Petrol
 Q3,2019,28490,Manual,4000,145,39.8,1.5,Petrol
 A4,2019,29990,Automatic,3955,145,51.4,2,Diesel
 Q3,2015,14490,Manual,38497,30,61.4,2,Diesel
 TT,2020,28490,Automatic,80,145,38.7,2,Petrol
 A1,2016,12490,Manual,32969,30,55.4,1.4,Petrol
 A1,2016,12690,Manual,13742,30,55.4,1.4,Petrol
 TT,2015,17290,Manual,46940,145,47.9,2,Petrol
 A5,2018,29990,Automatic,9735,145,58.9,3,Diesel
 A1,2015,10799,Manual,22266,30,55.4,1.4,Petrol
 A1,2018,12980,Manual,9807,145,67.3,1,Petrol
 Q7,2011,16494,Automatic,94000,300,38.2,3,Diesel
 A3,2016,15500,Automatic,36181,20,70.6,1.6,Diesel
 Q2,2018,17599,Manual,7020,150,64.2,1.6,Diesel
 A3,2016,14500,Manual,31000,20,68.9,1.6,Diesel
 A6,2016,17000,Automatic,77700,125,58.9,2,Diesel
 A5,2016,13250,Automatic,106000,200,44.8,3,Diesel
 A8,2020,54990,Automatic,10,145,39.2,3,Diesel
 A3,2016,20490,Manual,55781,200,39.8,2,Petrol
 Q5,2015,15500,Manual,66790,205,47.9,2,Diesel
 Q3,2015,12500,Manual,71960,125,60.1,2,Diesel
 A6,2012,7500,Manual,100230,150,56.5,2,Diesel
 A1,2014,7295,Manual,98520,20,68.9,2,Diesel
 A4,2016,10500,Manual,88230,0,74.3,2,Diesel
 Q3,2012,11000,Manual,54080,160,49.6,2,Diesel
 A3,2017,25490,Automatic,12500,150,44.1,2,Petrol
 A3,2018,20990,Manual,23000,150,58.9,2,Diesel
 A3,2018,18790,Manual,25000,150,60.1,1,Petrol
 A4,2016,9795,Automatic,99740,0,72.4,2,Diesel
 A3,2015,10000,Manual,103370,20,60.1,1.4,Petrol
 S3,2016,18500,Automatic,68180,160,44.1,2,Petrol
 Q3,2014,13295,Manual,55150,160,50.4,2,Diesel
 A6,2015,11695,Automatic,96230,30,64.2,2,Diesel
 Q5,2015,17000,Automatic,73010,200,47.1,2,Diesel
 A4,2014,9000,Manual,77590,30,64.2,2,Diesel
 A3,2016,7500,Manual,116310,0,83.1,1.6,Diesel
 TT,2015,16490,Manual,50500,160,46.3,2,Petrol
 A1,2014,9290,Manual,42869,30,55.4,1.2,Petrol
 A7,2017,26490,Automatic,27647,150,52.3,3,Diesel
 A3,2013,11990,Manual,38431,20,68.9,2,Diesel
 A4,2016,13795,Manual,76640,30,62.8,2,Diesel
 SQ5,2015,20000,Automatic,82820,260,41.5,3,Diesel
 SQ5,2015,20295,Automatic,76518,260,41.5,3,Diesel
 A4,2020,47990,Automatic,5500,145,35.3,2,Petrol
 A1,2012,10790,Automatic,27280,145,47.9,1.4,Petrol
 A1,2017,12990,Manual,16872,150,55.4,1.4,Petrol
 TT,2016,19290,Manual,25189,150,47.1,1.8,Petrol
 Q5,2016,18000,Automatic,71870,200,47.1,2,Diesel
 A4,2015,11295,Manual,68260,30,62.8,2,Diesel
 A4,2017,11500,Manual,111890,20,70.6,2,Diesel
 Q3,2015,10500,Manual,120860,125,60.1,2,Diesel
 A4,2016,11795,Manual,79500,20,70.6,2,Diesel
 A6,2012,7995,Automatic,103160,145,55.4,2,Diesel
 Q2,2019,26490,Manual,6450,145,46.3,1.6,Diesel
 A3,2017,17290,Automatic,1928,150,60.1,1,Petrol
 A1,2016,12490,Manual,25103,0,67.3,1,Petrol
 A1,2017,12290,Manual,25774,150,57.6,1.4,Petrol
 A3,2015,11490,Manual,45000,20,68.9,2,Diesel
 A3,2017,24290,Automatic,37091,150,43.5,2,Petrol
 A3,2016,11000,Automatic,101860,30,57.6,1.4,Petrol
 Q3,2015,11000,Manual,83990,30,61.4,2,Diesel
 A5,2015,11895,Manual,81590,30,61.4,2,Diesel
 A4,2015,10000,Automatic,113420,205,47.1,2,Diesel
 A5,2014,11000,Manual,111460,30,61.4,2,Diesel
 A6,2014,11500,Manual,75550,30,62.8,2,Diesel
 A4,2013,6000,Manual,129680,30,64.2,2,Diesel
 A4,2016,14000,Manual,48860,20,70.6,2,Diesel
 A6,2015,10500,Automatic,118330,30,64.2,2,Diesel
 A4,2016,11000,Manual,84380,0,74.3,2,Diesel
 A3,2015,9795,Manual,113110,20,67.3,2,Diesel
 A6,2016,15000,Automatic,76070,30,61.4,2,Diesel
 A6,2013,7500,Manual,96840,125,57.6,2,Diesel
 A4,2016,10695,Manual,97150,20,72.4,2,Diesel
 A6,2017,13000,Manual,90620,30,61.4,2,Diesel
 A4,2015,8795,Automatic,104550,145,56.5,2,Diesel
 A6,2015,12895,Automatic,107390,30,64.2,2,Diesel
 A4,2013,11290,Manual,55000,30,61.4,2,Diesel
 A4,2016,16490,Automatic,56919,20,70.6,2,Diesel
 A4,2015,15490,Manual,36786,125,58.9,2,Diesel
 A6,2019,30990,Automatic,2200,145,47.9,2,Diesel
 A5,2017,24790,Automatic,8976,145,62.8,2,Diesel
 A4,2016,16490,Automatic,31072,20,68.9,2,Diesel
 Q3,2019,28490,Manual,10,145,42.8,2,Diesel
 Q3,2019,28490,Manual,10,145,42.8,2,Diesel
 Q2,2019,20990,Manual,600,145,49.6,1.6,Diesel
 A5,2019,31990,Automatic,1000,145,46.3,2,Diesel
 TT,2019,29990,Manual,750,145,39.8,2,Petrol
 A4,2016,17490,Manual,40164,30,67.3,2,Diesel
 A4,2016,17790,Manual,28290,30,67.3,2,Diesel
 A7,2017,25790,Automatic,40763,160,52.3,3,Diesel
 TT,2019,29990,Automatic,3500,145,38.7,2,Petrol
 A4,2019,23290,Automatic,8050,145,40.9,2,Petrol
 A5,2016,21490,Automatic,11998,160,51.4,2,Diesel
 A4,2018,24790,Automatic,26796,145,44.8,2,Petrol
 A4,2014,13790,Manual,57120,30,61.4,2,Diesel
 A4,2017,23490,Automatic,40378,145,55.4,3,Diesel
 A4,2016,17290,Manual,33334,30,67.3,2,Diesel
 Q3,2017,23490,Automatic,16821,200,42.2,2,Petrol
 Q7,2017,33990,Automatic,44691,200,47.9,3,Diesel
 A6,2019,29990,Automatic,1200,145,50.4,2,Diesel
 A4,2019,27490,Automatic,4983,145,48.7,2,Diesel
 A4,2019,25990,Automatic,8547,145,50.4,2,Diesel
 Q2,2019,24290,Manual,7010,145,47.9,1.6,Diesel
 Q3,2020,35490,Automatic,500,145,47.1,2,Diesel
 Q3,2020,38990,Automatic,500,145,47.1,2,Diesel
 Q5,2019,36990,Automatic,6500,145,38.2,2,Diesel
 A5,2019,29990,Automatic,10,145,51.4,2,Diesel
 A5,2019,30990,Automatic,10,145,50.4,2,Diesel
 A5,2019,29490,Manual,10,145,39.2,2,Petrol
 Q2,2019,31990,Automatic,10,145,33.2,2,Petrol
 Q3,2019,29990,Manual,10,145,42.8,2,Diesel
 Q7,2019,42990,Automatic,50,145,33.6,3,Diesel
 A5,2020,29990,Automatic,10,145,40.4,2,Petrol
 A4,2015,13290,Manual,27699,20,67.3,2,Diesel
 A3,2018,26490,Automatic,17411,145,43.5,2.5,Petrol
 A1,2016,10290,Manual,42500,0,67.3,1,Petrol
 Q3,2019,27490,Automatic,5831,145,47.1,2,Diesel
 A5,2017,19990,Automatic,58727,145,67.3,2,Diesel
 A1,2017,13290,Manual,33406,145,76.3,1.6,Diesel
 Q3,2019,29990,Manual,750,145,42.8,2,Diesel
 A4,2019,27990,Automatic,1000,145,49.6,2,Diesel
 A4,2019,27990,Automatic,1750,145,45.6,2,Diesel
 A4,2016,16490,Manual,32868,30,67.3,2,Diesel
 Q5,2020,47990,Automatic,1000,145,38.2,2,Diesel
 Q2,2017,19490,Manual,13248,125,50.4,1.4,Petrol
 Q3,2020,32990,Manual,500,145,40.9,1.5,Petrol
 A4,2020,35990,Automatic,500,145,54.3,2,Diesel
 A3,2020,29490,Manual,500,145,52.3,1.6,Diesel
 A4,2019,27990,Manual,1000,145,39.2,2,Petrol
 A4,2019,25990,Automatic,750,145,51.4,2,Diesel
 A4,2019,26990,Automatic,2250,145,50.4,2,Diesel
 A4,2019,27990,Automatic,2500,145,45.6,2,Diesel
 A3,2019,25490,Automatic,750,145,52.3,1.6,Diesel
 A4,2019,26990,Automatic,6000,145,45.6,2,Diesel
 RS5,2019,51990,Automatic,10,145,30.4,2.9,Petrol
 RS3,2020,42490,Automatic,10,145,30.1,2.5,Petrol
 A5,2020,30990,Automatic,10,145,47.1,2,Diesel
 A1,2016,12999,Manual,31617,30,56.5,1.4,Petrol
 A6,2018,18990,Automatic,60899,150,58.9,2,Diesel
 Q5,2013,14990,Automatic,81957,205,47.1,2,Diesel
 A5,2017,21490,Automatic,43708,150,62.8,2,Diesel
 Q2,2017,20495,Automatic,36000,150,52.3,1.4,Petrol
 A6,2016,24990,Automatic,32000,165,50.4,3,Diesel
 A6,2020,37990,Automatic,3455,145,50.4,2,Diesel
 Q3,2017,19445,Manual,16514,150,49.6,1.4,Petrol
 A5,2016,17695,Automatic,53000,145,56.5,2,Diesel
 Q3,2013,13895,Automatic,42000,205,47.9,2,Diesel
 Q2,2017,18995,Manual,22492,145,50.4,1.4,Petrol
 Q2,2018,16577,Manual,18532,145,55.4,1,Petrol
 Q2,2018,19395,Automatic,9571,145,54.3,1.4,Petrol
 A6,2003,2495,Manual,129000,325,31.7,2.5,Diesel
 A3,2016,10990,Manual,57097,0,83.1,1.6,Diesel
 Q3,2016,17990,Manual,29858,30,60.1,2,Diesel
 TT,2020,32990,Automatic,150,145,38.7,2,Petrol
 Q3,2017,19445,Manual,21113,150,49.6,1.4,Petrol
 A3,2017,18490,Manual,19948,150,54.3,1.5,Petrol
 A6,2017,20990,Automatic,53596,150,54.3,2,Diesel
 A3,2016,10490,Manual,44000,20,70.6,1.6,Diesel
 A1,2017,13990,Automatic,27369,150,56.5,1.4,Petrol
 A6,2015,13990,Automatic,79197,20,67.3,2,Diesel
 A3,2020,27490,Automatic,1350,145,51.4,2,Diesel
 Q3,2019,35990,Automatic,1250,145,38.2,1.5,Petrol
 Q8,2019,67990,Automatic,1000,145,32.8,3,Diesel
 Q2,2018,23245,Automatic,7442,145,52.3,1.4,Petrol
 Q2,2017,18495,Manual,24755,145,52.3,1.4,Petrol
 A3,2014,11990,Manual,47000,20,67.3,2,Diesel
 A3,2015,13240,Manual,54623,20,67.3,2,Diesel
 A3,2018,21490,Automatic,27928,145,56.5,1.5,Petrol
 A5,2018,23990,Automatic,20500,145,50.4,2,Petrol
 A3,2019,18990,Manual,10000,150,51.4,1.6,Diesel
 A3,2015,11490,Manual,37238,0,74.3,1.6,Diesel
 Q7,2015,27900,Automatic,60043,205,47.9,3,Diesel
 A1,2016,11490,Manual,31436,0,67.3,1,Petrol
 A4,2019,27990,Automatic,3250,145,38.7,2,Petrol
 A4,2019,28990,Automatic,4750,145,38.7,2,Petrol
 A4,2019,27990,Automatic,2750,145,48.7,2,Diesel
 Q2,2019,23990,Manual,3000,145,49.6,1.6,Diesel
 Q3,2019,27990,Manual,10,145,42.8,2,Diesel
 RS3,2020,41990,Automatic,415,145,29.7,2.5,Petrol
 A5,2019,35990,Automatic,3466,145,36.7,2,Petrol
 TT,2014,11990,Manual,60000,165,44.1,1.8,Petrol
 Q3,2013,12990,Manual,42300,150,54.3,2,Diesel
 A1,2017,11990,Manual,26500,150,57.6,1.4,Petrol
 A1,2014,10495,Manual,32000,0,74.3,1.6,Diesel
 A1,2014,9495,Automatic,52000,30,54.3,1.4,Petrol
 A4,2017,17445,Manual,36187,20,70.6,2,Diesel
 A5,2019,27990,Automatic,8065,145,50.4,2,Diesel
 Q5,2017,28990,Automatic,12659,145,55.4,2,Diesel
 Q7,2017,33995,Automatic,32310,145,47.9,3,Diesel
 Q5,2016,23795,Automatic,73156,240,42.8,3,Diesel
 A1,2016,11990,Automatic,23000,0,74.3,1.6,Diesel
 A4,2017,17490,Manual,35000,125,49.6,2,Petrol
 A3,2018,20990,Automatic,18000,150,56.5,1.5,Petrol
 A1,2013,9995,Automatic,29180,30,54.3,1.4,Petrol
 S3,2014,17990,Automatic,38473,205,40.9,2,Petrol
 A6,2015,14995,Automatic,41101,20,67.3,2,Diesel
 A5,2016,21995,Automatic,15901,165,45.6,2,Petrol
 A6,2016,17995,Automatic,49461,125,57.6,2,Diesel
 Q7,2019,59990,Automatic,1335,145,33.2,3,Diesel
 Q2,2017,17995,Manual,16829,145,52.3,1.4,Petrol
 A7,2017,24490,Automatic,39309,145,52.3,3,Diesel
 A5,2016,23995,Automatic,19151,260,35.8,3,Petrol
 A6,2019,26490,Automatic,40000,145,54.3,3,Diesel
 A4,2020,37995,Automatic,203,145,45.6,2,Diesel
 A3,2020,20995,Manual,5000,145,54.3,1.6,Diesel
 A1,2016,12490,Manual,39463,0,76.3,1.6,Diesel
 TT,2017,17445,Manual,39929,145,47.1,1.8,Petrol
 Q3,2019,37490,Automatic,1082,145,38.2,1.5,Petrol
 Q5,2019,37900,Automatic,2100,145,38.2,2,Diesel
 Q7,2019,49990,Automatic,3454,145,33.2,3,Diesel
 Q3,2020,30990,Automatic,1500,145,47.1,2,Diesel
 Q2,2019,28490,Automatic,6826,145,33.2,2,Petrol
 Q7,2016,34990,Automatic,18578,200,47.9,3,Diesel
 A1,2017,11495,Manual,27411,145,76.3,1.6,Diesel
 Q2,2017,20995,Manual,17486,125,50.4,1.4,Petrol
 A5,2016,17495,Manual,27416,125,58.9,2,Diesel
 Q3,2019,33990,Automatic,10,145,38.2,1.5,Petrol
 Q3,2019,37990,Automatic,67,145,38.2,1.5,Petrol
 Q7,2019,41799,Automatic,10,145,33.6,3,Diesel
 A5,2019,31990,Automatic,4298,145,45.6,2,Diesel
 Q7,2019,41495,Automatic,10,145,33.6,3,Diesel
 Q3,2019,36990,Automatic,3986,145,47.1,2,Diesel
 Q5,2019,35990,Automatic,3552,145,33.2,2,Petrol
 Q3,2020,34490,Automatic,500,145,48.7,2,Diesel
 A5,2020,37490,Automatic,500,145,39.2,2,Petrol
 A8,2020,78990,Automatic,250,145,39.2,3,Diesel
 Q5,2017,28290,Automatic,33050,145,40.4,2,Petrol
 Q5,2016,31990,Automatic,44705,235,42.2,3,Diesel
 Q3,2020,32490,Manual,750,145,40.9,1.5,Petrol
 A4,2015,13290,Manual,39608,30,61.4,2,Diesel
 A6,2019,31900,Automatic,50,145,47.9,2,Diesel
 A5,2019,34990,Automatic,2302,145,36.7,2,Petrol
 A1,2016,12790,Manual,15352,0,76.3,1.6,Diesel
 A4,2019,34990,Automatic,1705,145,38.2,2,Petrol
 A6,2017,18990,Automatic,46520,145,64.2,2,Diesel
 Q3,2018,21490,Manual,6359,145,51.4,1.4,Petrol
 RS5,2019,53490,Automatic,1000,145,30.4,2.9,Petrol
 A4,2019,25990,Automatic,3212,145,50.4,2,Diesel
 Q5,2019,45490,Automatic,10,145,36.2,2,Diesel
 Q2,2019,33990,Automatic,4826,145,33.2,2,Petrol
 TT,2019,54900,Automatic,10,145,30.1,2.5,Petrol
 A4,2019,25990,Automatic,6464,145,48.7,2,Diesel
 A4,2019,28990,Automatic,1596,145,38.7,2,Petrol
 A7,2019,33990,Automatic,10,145,52.3,3,Diesel
 A5,2017,24490,Automatic,10490,145,62.8,2,Diesel
 A1,2016,11645,Manual,20257,0,67.3,1,Petrol
 A8,2019,38990,Automatic,4850,145,40.4,3,Diesel
 A1,2017,12990,Manual,11570,30,55.4,1.4,Petrol
 A4,2019,26990,Manual,750,145,39.2,2,Petrol
 Q2,2017,17990,Manual,9865,145,52.3,1.4,Petrol
 A6,2015,17495,Automatic,40479,20,67.3,2,Diesel
 A3,2016,14345,Manual,33719,30,58.9,1.4,Petrol
 Q2,2017,16495,Manual,26500,145,52.3,1.4,Petrol
 Q3,2019,34990,Automatic,2240,145,38.2,1.5,Petrol
 TT,2019,34490,Automatic,7881,145,38.7,2,Petrol
 Q5,2019,35490,Automatic,3439,145,38.2,2,Diesel
 A3,2019,23240,Manual,8480,145,51.4,1.6,Diesel
 Q2,2019,30990,Automatic,10,145,33.2,2,Petrol
 A5,2019,31490,Automatic,10,145,39.8,2,Petrol
 A5,2019,38990,Manual,10,145,38.7,2,Petrol
 A5,2019,27990,Automatic,10,145,46.3,2,Diesel
 A3,2019,23990,Manual,1639,145,52.3,1.6,Diesel
 RS6,2015,43990,Automatic,28123,555,28.8,4,Petrol
 TT,2016,18790,Manual,20052,160,46.3,2,Petrol
 Q2,2019,27490,Automatic,6648,145,40.9,1.5,Petrol
 Q2,2019,24999,Manual,6688,145,40.9,1.5,Petrol
 A4,2019,25990,Automatic,5973,145,48.7,2,Diesel
 Q2,2018,22990,Automatic,9231,145,52.3,1.4,Petrol
 A8,2019,39995,Automatic,1000,145,40.4,3,Diesel
 RS4,2019,56795,Automatic,4100,145,29.1,2.9,Petrol
 Q3,2019,33990,Automatic,10,145,38.2,1.5,Petrol
 Q5,2019,34990,Automatic,67,145,39.2,2,Diesel
 A4,2019,28990,Automatic,2475,145,50.4,2,Diesel
 A6,2019,29990,Automatic,5743,145,47.9,2,Diesel
 Q5,2019,45990,Automatic,569,145,36.2,2,Diesel
 A4,2019,29990,Automatic,2011,145,45.6,2,Diesel
 A1,2016,11990,Manual,26895,30,57.6,1.4,Petrol
 Q2,2020,28490,Automatic,101,145,42.2,1.5,Petrol
 A1,2020,27995,Automatic,94,145,40.4,2,Petrol
 A5,2019,29990,Automatic,86,145,48.7,2,Diesel
 A6,2019,32490,Automatic,2247,145,47.9,2,Diesel
 Q3,2019,29990,Automatic,4022,145,47.1,2,Diesel
 Q3,2018,23490,Manual,9000,145,60.1,2,Diesel
 Q2,2020,31990,Automatic,157,145,44.8,2,Diesel
 A5,2019,27490,Automatic,5100,145,48.7,2,Diesel
 A4,2016,13995,Manual,83020,30,64.2,2,Diesel
 A6,2020,38990,Automatic,5000,145,34,2,Petrol
 Q3,2019,26990,Manual,10,145,40.9,1.5,Petrol
 Q2,2019,23990,Manual,1707,145,49.6,1.6,Diesel
 Q3,2019,33490,Manual,529,145,40.9,2,Diesel
 Q2,2019,23990,Manual,1692,145,49.6,1.6,Diesel
 Q3,2019,35990,Automatic,6675,145,38.2,1.5,Petrol
 A5,2019,29999,Automatic,2776,145,45.6,2,Diesel
 Q5,2019,37990,Automatic,2808,145,38.2,2,Diesel
 A1,2020,28445,Automatic,244,145,40.4,2,Petrol
 A3,2017,24495,Automatic,33056,145,43.5,2,Petrol
 A3,2016,13990,Manual,30736,30,58.9,1.4,Petrol
 A5,2016,18490,Manual,38856,145,56.5,2,Diesel
 Q5,2018,29995,Automatic,14859,145,40.9,2,Petrol
 A4,2019,26990,Automatic,2250,145,50.4,2,Diesel
 Q2,2019,32990,Automatic,3883,145,33.2,2,Petrol
 A5,2019,29495,Automatic,97,145,51.4,2,Diesel
 A5,2019,27990,Automatic,6845,145,50.4,2,Diesel
 Q2,2018,19995,Manual,11000,145,52.3,1.4,Petrol
 Q8,2019,49495,Automatic,5680,145,33.6,3,Diesel
 Q5,2018,28995,Automatic,7266,145,40.9,2,Petrol
 A3,2020,26490,Manual,240,145,52.3,1.6,Diesel
 Q8,2019,67495,Automatic,7961,145,32.8,3,Diesel
 A3,2019,23990,Automatic,4680,145,52.3,1.6,Diesel
 A1,2019,22990,Automatic,1587,145,40.9,2,Petrol
 A1,2019,21990,Automatic,4717,145,40.9,2,Petrol
 A1,2019,22490,Automatic,4877,145,40.9,2,Petrol
 Q3,2019,26990,Manual,10,145,40.9,1.5,Petrol
 Q2,2017,18395,Manual,24000,145,50.4,1.4,Petrol
 TT,2002,2876,Manual,99000,295,30.1,1.8,Petrol
 Q5,2019,44990,Automatic,10,145,36.2,2,Diesel
 A4,2019,27990,Automatic,2260,145,38.7,2,Petrol
 A4,2019,22990,Automatic,2349,145,51.4,2,Diesel
 Q3,2019,27990,Automatic,7029,145,40.9,2,Diesel
 Q5,2019,33990,Automatic,220,145,39.2,2,Diesel
 Q5,2019,44990,Automatic,10,145,36.2,2,Diesel
 Q5,2019,38490,Automatic,10200,145,38.2,2,Diesel
 A5,2019,27999,Automatic,9150,145,39.8,2,Petrol
 A1,2016,12490,Manual,12900,0,67.3,1,Petrol
 A1,2016,14245,Manual,21516,30,58.9,1.4,Petrol
 A4,2016,17990,Manual,40500,30,67.3,2,Diesel
 Q2,2017,20495,Automatic,20508,145,52.3,1.4,Petrol
